iter	Passed	Remaining
977	13726	308
978	13741	294
979	13758	280
980	13776	266
981	13791	252
982	13806	238
983	13821	224
984	13835	210
985	13862	196
986	13876	182
987	13891	168
988	13905	154
989	13918	140
990	13932	126
991	13947	112
992	13968	98
993	13983	84
994	13998	70
995	14011	56
996	14025	42
997	14038	28
998	14052	14
999	14065	0
